Channel,Group,Source,Link
北京家有购物,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225971/index.m3u8
北京家有购物HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226190/index.m3u8
北京卡酷少儿,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225677/index.m3u8
滨州公共电视剧,difang,官方,http://stream.bzcm.net/1/sd/live.m3u8
亳州新闻频道,difang,官方,http://220.180.110.101:8083/videos/live/33/59/NC7XQdEveyncq/NC7XQdEveyncq.M3U8
茌平生活,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/chiping_tv02.m3u8
德州公共HD,difang,齐鲁网,https://jsylivealone302.iqilu.com/dezhou/dezhou_tv02.m3u8
德州图文,difang,齐鲁网,https://jsylivealone302.iqilu.com/dezhou/dezhou_tv03.m3u8
德州新闻HD,difang,齐鲁网,https://jsylivealone302.iqilu.com/dezhou/dezhou_tv01.m3u8
东营科教频道,difang,官方,http://stream.hhek.cn/dyjy/sd/live.m3u8
东营图文频道,difang,官方,http://stream.hhek.cn/twpd/sd/live.m3u8
东营综合频道,difang,官方,http://stream.hhek.cn/xwzh/sd/live.m3u8
东至新闻综合,difang,官方,http://223.247.33.124:1935/live/zonghe/playlist.m3u8
东至影视频道,difang,官方,http://223.247.33.124:1935/live/yingshi/playlist.m3u8
福州生活,difang,官方,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8
福州影视,difang,官方,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
福州综合,difang,官方,http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8
高唐新闻综合,difang,齐鲁网,https://jsylivealone302.iqilu.com/gaotang/gaotang_tv01.m3u8
高唐综艺,difang,齐鲁网,https://jsylivealone302.iqilu.com/gaotang/gaotang_tv02.m3u8
冠县综合,difang,齐鲁网,https://jsylivealone302.iqilu.com/guanxian/guanxian_tv01.m3u8
光山HD,difang,河南大象融媒,http://live.dxhmt.cn:9081/tv/11522-1.m3u8
广东嘉佳卡通,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226193/index.m3u8
广饶科教文艺HD,difang,齐鲁网,https://jsylivealone302.iqilu.com/guangrao/guangrao_tv02.m3u8
广饶新闻综合HD,difang,齐鲁网,https://jsylivealone302.iqilu.com/guangrao/guangrao_tv01.m3u8
河北农民,difang,官方,http://hbzx.chinashadt.com:2036/zhibo/stream:hbnm.stream_360p/playlist.m3u8
河南梨园,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225581/index.m3u8?fmt=ts2hls
衡水影视娱乐,difang,官方,http://hls.hsrtv.cn/hls/hstv2.m3u8
湖南茶频道HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225781/index.m3u8?fmt=ts2hls
湖南金鹰纪实,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226198/index.m3u8
湖南金鹰纪实HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225595/index.m3u8?fmt=ts2hls
湖南金鹰卡通,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225721/index.m3u8
湖南金鹰卡通,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225554/index.m3u8?fmt=ts2hls
湖南快乐垂钓HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225780/index.m3u8?fmt=ts2hls
湖南快乐购HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225975/index.m3u8
黄岛生活,difang,齐鲁网,https://jsylivealone302.iqilu.com/huangdao/huangdao_tv02.m3u8
黄岛新闻,difang,齐鲁网,https://jsylivealone302.iqilu.com/huangdao/huangdao_tv01.m3u8
吉林东北戏曲,difang,JLNTV官方,http://stream1.jlntv.cn/dbxq/sd/live.m3u8
吉林都市,difang,JLNTV官方,http://stream1.jlntv.cn/dspd/sd/live.m3u8
吉林都市,difang,官方,http://stream1.jlntv.cn/dspd/sd/live.m3u8?_upt=4f4899d21531575987
吉林公共,difang,官方,http://stream1.jlntv.cn/ggpd/sd/live.m3u8
吉林公共新闻,difang,官方,http://stream1.jlntv.cn/ggpd/sd/live.m3u8?_upt=b95938311531576098
吉林家有购物,difang,JLNTV官方,http://stream1.jlntv.cn/jygw/sd/live.m3u8
吉林篮球,difang,官方,http://stream1.jlntv.cn/lqpd/sd/live.m3u8
吉林山村,difang,官方,http://stream1.jlntv.cn/xcpd/sd/live.m3u8?_upt=ed8b01841531576074
吉林生活,difang,JLNTV官方,http://stream1.jlntv.cn/shpd/sd/live.m3u8
吉林生活,difang,官方,http://stream1.jlntv.cn/shpd/sd/live.m3u8?_upt=212b47d81531576020
吉林乡村,difang,JLNTV官方,http://stream1.jlntv.cn/xcpd/sd/live.m3u8
吉林影视,difang,JLNTV官方,http://stream1.jlntv.cn/yspd/sd/live.m3u8
吉林影视,difang,JLNTV官方,http://stream4.jlntv.cn/test4/sd/live.m3u8
吉州,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225679/index.m3u8
济宁教育频道,difang,官方,http://lives.jnnews.tv/video/s10001-JTV2/index.m3u8
济宁图文频道,difang,官方,http://lives.jnnews.tv/video/s10001-JTV4/index.m3u8
江苏好享购物HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225973/index.m3u8
江苏靓妆,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225509/index.m3u8?fmt=ts2hls
江苏优漫卡通,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225665/index.m3u8
江西都市,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225584/index.m3u8?fmt=ts2hls
江西风尚购物HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225970/index.m3u8
江西风尚购物HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225974/index.m3u8
江西公共农业,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225578/index.m3u8?fmt=ts2hls
江西教育HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226197/index.m3u8?fmt=ts2hls
江西经济生活,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225580/index.m3u8?fmt=ts2hls
江西经济生活HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226206/index.m3u8?fmt=ts2hls
江西少儿,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225577/index.m3u8?fmt=ts2hls
江西少儿HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226194/index.m3u8?fmt=ts2hls
江西新闻,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225576/index.m3u8?fmt=ts2hls
江西新闻HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225615/index.m3u8?fmt=ts2hls
江西影视旅游,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225579/index.m3u8?fmt=ts2hls
靖江新闻综合,difang,官方,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
九江公共,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225775/index.m3u8
九江新闻综合,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225774/index.m3u8
巨野新闻HD,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/juye_tv01.m3u8
聚鲨环球精选,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225972/index.m3u8
莱阳民生综艺,difang,齐鲁网,https://jsylivealone302.iqilu.com/laiyang/laiyang_tv02.m3u8
莱阳新闻综合,difang,齐鲁网,https://jsylivealone302.iqilu.com/laiyang/laiyang_tv01.m3u8
莱州商务HD,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/laizhou_tv02.m3u8
兰山,difang,齐鲁网,https://jsylivealone302.iqilu.com/lanshan/lanshan_tv01.m3u8
乐陵城市生活,difang,齐鲁网,https://jsylivealone302.iqilu.com/laoling/laoling_tv02.m3u8
乐陵新闻综合,difang,齐鲁网,https://jsylivealone302.iqilu.com/laoling/laoling_tv01.m3u8
临清经济信息,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/linqing_tv02.m3u8
临朐经济生活,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/linqu_tv02.m3u8
临朐新闻综合,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/linqu_tv01.m3u8
临沭2HD,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/linshu_tv02.m3u8
隆化综合频道,difang,官方,http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
滦县综艺频道,difang,官方,http://hblxx.chinashadt.com:2036/live/stream:lx2.stream/playlist.m3u8
南京少儿,difang,官方,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
南京生活,difang,官方,http://live.nbs.cn/channels/njtv/shpd/m3u8:500k/live.m3u8
南京十八,difang,官方,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
南京新闻综合,difang,官方,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
南京信息,difang,官方,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
南京娱乐,difang,官方,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
栖霞苹果,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/qixia_tv02.m3u8
齐河新闻,difang,齐鲁网,https://jsylivealone302.iqilu.com/qihe/qihe_tv01.m3u8
青岛中华美食,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225924/index.m3u8
青州文化旅游,difang,官方,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
青州综合频道,difang,官方,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
汝州HD,difang,河南大象融媒,http://live.dxhmt.cn:9081/tv/10482-1.m3u8
山亭影视,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/shanting_tv02.m3u8
山亭综合,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/shanting_tv01.m3u8
山西优购物HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226219/index.m3u8
上蔡HD,difang,河南大象融媒,http://live.dxhmt.cn:9081/tv/11722-1.m3u8
上海哈哈炫动,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225720/index.m3u8
上海哈哈炫动,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225560/index.m3u8?fmt=ts2hls
上海纪实人文HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225654/index.m3u8
上海纪实人文HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225609/index.m3u8?fmt=ts2hls
上海纪实人文HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225655/index.m3u8
上虞3新商都,difang,官方,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
嵊州综合,difang,官方,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
宿州科教频道,difang,官方,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8
宿州新闻综合,difang,官方,http://live.ahsz.tv/video/s10001-szzh/index.m3u8
郯城2HD,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/tancheng_tv02.m3u8
唐河HD,difang,河南大象融媒,http://live.dxhmt.cn:9081/tv/11328-1.m3u8
万州影视文艺,difang,官方,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
万州综合频道,difang,官方,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8
威海公共,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/weihai_tv02.m3u8
威海海洋,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/weihai_tv03.m3u8
威海新闻综合,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/weihai_tv01.m3u8
涡阳新闻综合,difang,官方,http://220.180.110.101:8083/videos/live/36/57/hwEHU4UVQ1Iv5/hwEHU4UVQ1Iv5.M3U8
武进新闻频道,difang,官方,http://live.wjyanghu.com/live/CH1.m3u8
西安健康,difang,官方,http://stream2.xiancity.cn/xatv5/sd/live.m3u8
西安新闻,difang,官方,http://stream2.xiancity.cn/xatv1/sd/live.m3u8
西安音乐综艺,difang,官方,http://stream2.xiancity.cn/xatv6/sd/live.m3u8
西安影视,difang,官方,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
西安资讯,difang,官方,http://stream2.xiancity.cn/xatv3/sd/live.m3u8
湘潭综合,difang,官方,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
萧山生活频道,difang,官方,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
萧山新闻综合,difang,官方,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
新昌新闻综合,difang,官方,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
新昌休闲影视,difang,官方,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
新罗电视一套,difang,官方,http://stream.lyxltv.com/xltv/sd/live.m3u8
新泰乡村HD,difang,齐鲁网,https://jsylivealone302.iqilu.com/xintai/xintai_tv02.m3u8
新泰乡村党建,difang,官方,http://live.xtgdw.cn:1935/live/xtxc/playlist.m3u8
新泰新闻综合HD,difang,齐鲁网,https://jsylivealone302.iqilu.com/xintai/xintai_tv01.m3u8
新泰综合频道,difang,官方,http://live.xtgdw.cn:1935/live/xtzh/playlist.m3u8
徐州公共频道,difang,江苏移动,http://183.207.248.11/PLTV/3/224/3221225951/index.m3u8
兖州生活,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/yanzhou_tv02.m3u8
余姚新闻综合,difang,官方,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
余姚幸福生活,difang,官方,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
余姚姚江文化,difang,官方,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
枣庄教育频道,difang,官方,http://stream.zzgd.tv/2/sd/live.m3u8
枣庄新闻综合,difang,官方,http://stream.zzgd.tv/1/sd/live.m3u8
张家港新闻综合,difang,官方,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
章丘1,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/zhangqiu_tv01.m3u8
章丘2,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/zhangqiu_tv02.m3u8
赵县电视二套,difang,官方,http://hbzx.chinashadt.com:2036/zhibo/stream:zx2.stream/playlist.m3u8
赵县电视二套,difang,官方,http://hbzx.chinashadt.com:2036/zhibo/stream:zx2.stream_360p/playlist.m3u8
赵县电视一套,difang,官方,http://hbzx.chinashadt.com:2036/zhibo/stream:zx1.stream_360p/playlist.m3u8
浙江公共新闻HD,difang,浙江中国蓝官方,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江国际HD,difang,浙江中国蓝官方,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江国际HD,difang,浙江中国蓝官方,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
浙江好易购HD,difang,浙江中国蓝官方,http://hw-m-l.cztv.com/channels/lantian/channel011/1080p.m3u8
浙江好易购HD,difang,浙江中国蓝官方,http://hw-m-l.cztv.com/channels/lantian/channel11/1080p.m3u8
浙江教科影视HD,difang,浙江中国蓝官方,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教科影视HD,difang,浙江中国蓝官方,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江经济生活HD,difang,浙江中国蓝官方,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江经济生活HD,difang,浙江中国蓝官方,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江民生休闲HD,difang,浙江中国蓝官方,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江民生休闲HD,difang,浙江中国蓝官方,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江钱江HD,difang,浙江中国蓝官方,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江钱江HD,difang,浙江中国蓝官方,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江少儿HD,difang,浙江中国蓝官方,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿HD,difang,浙江中国蓝官方,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
